Index,Stonyfield,Yoplait,Dannon,Feature_S,Feature_Y,Feature_D,Price_S,Price_Y,Price_D,Income,HH Size,Pan ID
1,0,0,1,0,0,0,0.108,0.081,0.061000001,9,2,1
2,0,1,0,0,0,0,0.108,0.097999997,0.064000003,9,2,1
3,0,1,0,0,0,0,0.108,0.097999997,0.061000001,9,2,1
4,0,1,0,0,0,0,0.108,0.097999997,0.061000001,9,2,1
5,0,1,0,0,0,0,0.125,0.097999997,0.048999999,9,2,1
6,0,1,0,0,0,0,0.108,0.092,0.050000001,9,2,1
7,0,1,0,0,0,0,0.103,0.081,0.048999999,9,2,1
8,0,0,1,0,0,0,0.108,0.086000003,0.054000001,9,2,1
9,1,0,0,0,0,0,0.108,0.097999997,0.050000001,7,2,2
10,1,0,0,0,0,0,0.108,0.097999997,0.050000001,7,2,2
11,1,0,0,0,0,0,0.108,0.097999997,0.050000001,7,2,2
12,1,0,0,0,0,0,0.108,0.097999997,0.050000001,7,2,2
13,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
14,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
15,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
16,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
17,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
18,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
19,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
20,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
21,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
22,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
23,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
24,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
25,0,0,1,0,0,0,0.112,0.081,0.050000001,7,2,2
26,0,0,1,0,0,0,0.112,0.081,0.050000001,7,2,2
27,0,0,1,0,0,0,0.112,0.081,0.050000001,7,2,2
28,0,0,1,0,0,0,0.108,0.081,0.050000001,7,2,2
29,0,1,0,0,0,0,0.11,0.048999999,0.061000001,1,1,3
30,0,1,0,0,0,0,0.103,0.044,0.048999999,1,1,3
31,0,1,0,0,0,0,0.103,0.044,0.048999999,1,1,3
32,1,0,0,0,0,0,0.032000002,0.094999999,0.057999998,1,1,3
33,1,0,0,0,0,0,0.108,0.094999999,0.057999998,1,1,3
34,1,0,0,0,0,0,0.108,0.094999999,0.057999998,1,1,3
35,1,0,0,0,0,0,0.055,0.086000003,0.054000001,1,1,3
36,1,0,0,0,0,0,0.082999997,0.086000003,0.054000001,1,1,3
37,1,0,0,0,0,0,0.082999997,0.086000003,0.054000001,1,1,3
38,1,0,0,0,0,1,0.115,0.086000003,0.056000002,1,1,3
39,1,0,0,0,0,1,0.032000002,0.086000003,0.056000002,1,1,3
40,0,0,1,0,0,1,0.115,0.086000003,0.061000001,1,1,3
41,0,1,0,0,0,0,0.115,0.055,0.061000001,1,1,3
42,0,1,0,0,0,1,0.115,0.063000001,0.061000001,1,1,3
43,0,1,0,0,0,1,0.041999999,0.030999999,0.061000001,1,1,3
44,0,0,1,0,0,0,0.11,0.081,0.066,11,2,4
45,0,0,1,0,0,0,0.11,0.081,0.066,11,2,4
46,0,1,0,0,0,0,0.13500001,0.081,0.066,11,2,4
47,0,1,0,0,0,0,0.13500001,0.081,0.066,11,2,4
48,0,0,1,0,0,0,0.11,0.081,0.061000001,11,2,4
49,0,0,1,0,0,0,0.11,0.081,0.061000001,11,2,4
50,0,0,1,0,0,0,0.103,0.081,0.048999999,11,2,4
51,0,1,0,0,0,0,0.108,0.086000003,0.050000001,11,2,4
52,0,1,0,0,0,1,0.112,0.086000003,0.061000001,11,2,4
53,1,0,0,0,0,0,0.025,0.086000003,0.054000001,11,2,4
54,1,0,0,0,0,1,0.057999998,0.086000003,0.025,11,2,4
55,1,0,0,0,0,1,0.057999998,0.086000003,0.025,11,2,4
56,0,0,1,0,0,1,0.115,0.086000003,0.061000001,11,2,4
57,0,1,0,0,0,0,0.11,0.018999999,0.054000001,11,2,4
58,1,0,0,0,0,0,0.103,0.097999997,0.048999999,8,3,5
59,1,0,0,0,0,0,0.103,0.097999997,0.048999999,8,3,5
60,1,0,0,0,0,0,0.103,0.097999997,0.048999999,8,3,5
61,0,1,0,0,0,0,0.108,0.086000003,0.054000001,8,3,5
62,0,1,0,0,0,0,0.108,0.086000003,0.054000001,8,3,5
63,0,1,0,0,0,0,0.108,0.086000003,0.054000001,8,3,5
64,1,0,0,0,0,0,0.108,0.086000003,0.054000001,8,3,5
65,1,0,0,0,0,0,0.108,0.086000003,0.054000001,8,3,5
66,0,1,0,0,0,0,0.108,0.086000003,0.054000001,8,3,5
67,0,1,0,0,0,0,0.108,0.086000003,0.054000001,8,3,5
68,0,1,0,0,0,0,0.108,0.086000003,0.025,8,3,5
69,0,1,0,0,0,0,0.108,0.086000003,0.025,8,3,5
70,0,1,0,0,0,0,0.122,0.086000003,0.050000001,8,3,5
71,1,0,0,0,0,0,0.125,0.086000003,0.050000001,8,3,5
72,0,0,1,0,0,1,0.115,0.086000003,0.061000001,8,3,6
73,0,0,1,0,0,1,0.115,0.086000003,0.061000001,8,3,6
74,0,0,1,0,0,0,0.108,0.068999998,0.061000001,8,3,6
75,0,0,1,0,0,0,0.108,0.068999998,0.061000001,8,3,6
76,0,0,1,0,0,0,0.115,0.050999999,0.066,8,3,6
77,0,0,1,0,0,0,0.115,0.050999999,0.066,8,3,6
78,0,0,1,0,0,0,0.115,0.081,0.066,8,3,6
79,0,0,1,0,0,0,0.115,0.081,0.066,8,3,6
80,0,0,1,0,0,0,0.115,0.081,0.061000001,8,3,6
81,0,0,1,0,0,0,0.115,0.081,0.061000001,8,3,6
82,1,0,0,0,0,0,0.112,0.081,0.061000001,8,3,6
83,1,0,0,0,0,0,0.112,0.081,0.061000001,8,3,6
84,1,0,0,0,0,0,0.122,0.086000003,0.061000001,8,3,6
85,1,0,0,0,0,0,0.122,0.086000003,0.061000001,8,3,6
86,1,0,0,0,0,0,0.122,0.086000003,0.061000001,8,3,6
87,1,0,0,0,0,0,0.122,0.086000003,0.061000001,8,3,6
88,1,0,0,0,0,0,0.122,0.086000003,0.061000001,8,3,6
89,1,0,0,0,0,0,0.122,0.086000003,0.061000001,8,3,6
90,1,0,0,0,0,0,0.122,0.086000003,0.061000001,8,3,6
91,0,1,0,0,0,0,0.11,0.074000001,0.061000001,5,3,7
92,0,1,0,0,0,0,0.11,0.074000001,0.061000001,5,3,7
93,0,1,0,0,0,0,0.103,0.081,0.066,5,3,7
94,0,1,0,0,0,0,0.103,0.081,0.066,5,3,7
95,0,1,0,0,0,0,0.103,0.081,0.066,5,3,7
96,0,1,0,0,0,0,0.103,0.081,0.066,5,3,7
97,0,1,0,0,0,0,0.125,0.081,0.066,5,3,7
98,0,1,0,0,0,0,0.125,0.081,0.066,5,3,7
99,1,0,0,0,0,0,0.02,0.097999997,0.048999999,5,3,7
100,0,1,0,0,0,0,0.103,0.081,0.048999999,5,3,7
101,0,1,0,0,1,0,0.103,0.061000001,0.048999999,5,3,7
102,1,0,0,0,0,0,0.108,0.081,0.050000001,5,3,7
103,1,0,0,0,0,0,0.108,0.081,0.050000001,5,3,7
104,0,1,0,0,0,0,0.108,0.081,0.050000001,5,3,7
105,0,1,0,0,0,0,0.108,0.081,0.050000001,5,3,7
106,0,1,0,0,0,0,0.108,0.081,0.050000001,5,3,7
107,1,0,0,0,0,0,0.108,0.081,0.050000001,5,3,7
108,0,1,0,0,0,0,0.115,0.081,0.043000001,5,3,7
109,0,1,0,0,0,0,0.108,0.063000001,0.050000001,5,3,7
110,1,0,0,0,0,0,0.108,0.050999999,0.050000001,5,3,7
111,1,0,0,0,0,0,0.108,0.046999998,0.050000001,5,3,7
112,0,1,0,0,0,0,0.103,0.074000001,0.061000001,10,4,8
113,0,1,0,0,0,0,0.103,0.074000001,0.061000001,10,4,8
114,0,1,0,0,0,0,0.103,0.074000001,0.061000001,10,4,8
115,0,1,0,0,0,0,0.103,0.074000001,0.061000001,10,4,8
116,0,1,0,0,0,0,0.125,0.081,0.066,10,4,8
117,0,1,0,0,0,0,0.125,0.081,0.066,10,4,8
118,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
119,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
120,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
121,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
122,0,1,0,0,0,0,0.125,0.081,0.048999999,10,4,8
123,0,1,0,0,0,0,0.108,0.081,0.050000001,10,4,8
124,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
125,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
126,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
127,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
128,0,1,0,0,0,0,0.103,0.081,0.048999999,10,4,8
129,0,1,0,0,1,0,0.103,0.061000001,0.048999999,10,4,8
130,0,1,0,0,0,0,0.108,0.081,0.050000001,10,4,8
131,0,1,0,0,0,0,0.122,0.086000003,0.050000001,10,4,8
132,0,1,0,0,0,0,0.108,0.086000003,0.054000001,10,4,8
133,0,1,0,0,0,1,0.055,0.086000003,0.050000001,10,4,8
134,0,1,0,0,0,1,0.055,0.086000003,0.050000001,10,4,8
135,0,1,0,0,0,0,0.108,0.086000003,0.054000001,10,4,8
136,0,1,0,0,0,0,0.088,0.063000001,0.061000001,10,4,8
137,0,0,1,0,0,0,0.115,0.081,0.061000001,12,2,9
138,0,0,1,0,0,0,0.115,0.081,0.061000001,12,2,9
139,0,0,1,0,0,0,0.115,0.081,0.061000001,12,2,9
140,0,0,1,0,0,0,0.115,0.081,0.048999999,12,2,9
141,0,0,1,0,0,0,0.108,0.081,0.061000001,12,2,9
142,0,0,1,0,0,0,0.108,0.081,0.061000001,12,2,9
143,0,0,1,0,0,0,0.115,0.081,0.061000001,12,2,9
144,1,0,0,0,0,0,0.115,0.081,0.048999999,12,2,9
145,0,0,1,0,0,0,0.108,0.081,0.061000001,12,2,9
146,1,0,0,0,0,0,0.115,0.081,0.048999999,12,2,9
147,1,0,0,0,0,0,0.115,0.081,0.048999999,12,2,9
148,1,0,0,0,0,0,0.108,0.086000003,0.061000001,12,2,9
149,1,0,0,0,0,0,0.108,0.086999997,0.068000004,12,2,9
150,1,0,0,0,0,0,0.108,0.086000003,0.054000001,12,2,9
151,1,0,0,0,0,0,0.022,0.081,0.061000001,12,2,9
152,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
153,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
154,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
155,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
156,0,1,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
157,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
158,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
159,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
160,1,0,0,0,0,0,0.122,0.081,0.061000001,12,2,9
161,1,0,0,0,0,0,0.122,0.081,0.061000001,12,2,9
162,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
163,1,0,0,0,0,0,0.122,0.086000003,0.061000001,12,2,9
164,0,1,0,0,0,0,0.103,0.081,0.048999999,5,4,10
165,0,1,0,0,0,0,0.103,0.081,0.048999999,5,4,10
166,0,1,0,0,0,0,0.103,0.081,0.048999999,5,4,10
167,0,1,0,0,1,0,0.103,0.061000001,0.048999999,5,4,10
168,0,1,0,0,1,0,0.103,0.061000001,0.048999999,5,4,10
169,0,1,0,0,0,0,0.115,0.086000003,0.054000001,5,4,10
170,0,1,0,0,0,0,0.108,0.086000003,0.054000001,5,4,10
171,0,1,0,0,0,0,0.108,0.086000003,0.054000001,5,4,10
172,0,1,0,0,0,0,0.108,0.086000003,0.054000001,5,4,10
173,0,1,0,0,1,0,0.057,0.063000001,0.054000001,5,4,10
174,0,1,0,0,0,1,0.115,0.041000001,0.061000001,5,4,10
175,0,1,0,0,0,1,0.115,0.063000001,0.061000001,5,4,10
176,0,1,0,0,0,0,0.115,0.063000001,0.061000001,5,4,10
177,0,1,0,0,0,0,0.115,0.063000001,0.061000001,5,4,10
178,0,1,0,0,0,0,0.11,0.086000003,0.044,6,4,11
179,0,1,0,0,0,0,0.11,0.086000003,0.044,6,4,11
180,1,0,0,0,0,0,0.108,0.086000003,0.054000001,6,4,11
181,1,0,0,0,0,0,0.108,0.086000003,0.054000001,6,4,11
182,0,0,1,0,0,0,0.11,0.086000003,0.061000001,6,4,11
183,0,1,0,0,0,0,0.11,0.086000003,0.061000001,6,4,11
184,0,0,1,0,0,1,0.11,0.086000003,0.030999999,6,4,11
185,0,0,1,0,0,1,0.11,0.086000003,0.030999999,6,4,11
186,0,1,0,0,0,0,0.11,0.086000003,0.028999999,6,4,11
187,0,1,0,0,0,0,0.11,0.086000003,0.028999999,6,4,11
188,0,1,0,0,0,0,0.103,0.081,0.064000003,6,1,12
189,0,1,0,0,0,0,0.116,0.081,0.050000001,6,1,12
190,0,1,0,0,0,0,0.108,0.081,0.061000001,6,1,12
191,0,1,0,0,0,0,0.108,0.081,0.050000001,6,1,12
192,0,1,0,0,0,0,0.108,0.081,0.050000001,6,1,12
193,0,1,0,0,0,0,0.108,0.081,0.050000001,6,1,12
194,0,1,0,0,0,0,0.109,0.081,0.050000001,6,1,12
195,0,1,0,0,0,0,0.108,0.081,0.050000001,6,1,12
196,0,1,0,0,0,0,0.108,0.081,0.050000001,6,1,12
197,0,1,0,0,0,0,0.103,0.074000001,0.061000001,11,2,13
198,0,1,0,0,0,0,0.103,0.081,0.064000003,11,2,13
199,0,1,0,0,0,0,0.103,0.081,0.048999999,11,2,13
200,0,1,0,0,0,0,0.103,0.081,0.048999999,11,2,13
201,1,0,0,0,0,0,0.037,0.081,0.048999999,11,2,13
202,1,0,0,0,0,0,0.097999997,0.081,0.048999999,11,2,13
203,1,0,0,0,0,0,0.103,0.081,0.048999999,11,2,13
204,1,0,0,0,0,0,0.103,0.081,0.048999999,11,2,13
205,1,0,0,0,0,0,0.103,0.081,0.048999999,11,2,13
206,0,1,0,0,0,0,0.115,0.081,0.048999999,11,2,13
207,1,0,0,0,0,0,0.008,0.092,0.050000001,7,5,14
208,1,0,0,0,0,0,0.108,0.092,0.050000001,7,5,14
209,1,0,0,0,0,0,0.108,0.097999997,0.050000001,7,5,14
210,1,0,0,0,0,0,0.108,0.097999997,0.050000001,7,5,14
211,1,0,0,0,0,0,0.108,0.097999997,0.050000001,7,5,14
212,1,0,0,0,0,0,0.108,0.081,0.050000001,7,5,14
213,1,0,0,0,0,0,0.108,0.081,0.050000001,7,5,14
214,1,0,0,0,0,0,0.108,0.063000001,0.050000001,7,5,14
215,1,0,0,0,0,0,0.108,0.063000001,0.050000001,7,5,14
216,1,0,0,0,0,0,0.108,0.063000001,0.050000001,7,5,14
217,1,0,0,0,0,0,0.108,0.086000003,0.050000001,7,5,14
218,1,0,0,0,0,0,0.108,0.086000003,0.050000001,7,5,14
219,1,0,0,0,0,0,0.108,0.041999999,0.050000001,7,5,14
220,0,0,1,0,0,0,0.125,0.074000001,0.061000001,14,4,15
221,0,0,1,0,0,0,0.125,0.074000001,0.061000001,14,4,15
222,0,0,1,0,0,0,0.103,0.074000001,0.061000001,14,4,15
223,0,0,1,0,0,0,0.103,0.074000001,0.061000001,14,4,15
224,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
225,0,1,0,0,0,0,0.103,0.097999997,0.066,14,4,15
226,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
227,0,1,0,0,0,0,0.103,0.097999997,0.066,14,4,15
228,0,1,0,0,0,0,0.103,0.097999997,0.066,14,4,15
229,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
230,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
231,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
232,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
233,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
234,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
235,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
236,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
237,1,0,0,0,0,0,0.103,0.097999997,0.066,14,4,15
238,1,0,0,0,0,0,0.103,0.097999997,0.048999999,14,4,15
239,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
240,1,0,0,0,0,0,0.061999999,0.097999997,0.048999999,14,4,15
241,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
242,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
243,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
244,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
245,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
246,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
247,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
248,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
249,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
250,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
251,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
252,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
253,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
254,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
255,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
256,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
257,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
258,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
259,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
260,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
261,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
262,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
263,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
264,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
265,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
266,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
267,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
268,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
269,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
270,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
271,0,0,1,0,1,0,0.103,0.061000001,0.048999999,14,4,15
272,0,0,1,0,1,0,0.103,0.061000001,0.048999999,14,4,15
273,0,0,1,0,0,0,0.103,0.066,0.048999999,14,4,15
274,0,0,1,0,0,0,0.103,0.068000004,0.048999999,14,4,15
275,0,0,1,0,0,0,0.103,0.066,0.048999999,14,4,15
276,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
277,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
278,0,0,1,0,0,0,0.103,0.081,0.048999999,14,4,15
279,0,0,1,0,0,0,0.193,0.092,0.050000001,14,4,15
280,0,0,1,0,0,0,0.193,0.092,0.050000001,14,4,15
281,0,0,1,0,0,0,0.108,0.081,0.048999999,14,4,15
282,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
283,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
284,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
285,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
286,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
287,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
288,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
289,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
290,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
291,0,0,1,0,0,0,0.115,0.081,0.048999999,14,4,15
292,0,1,0,0,0,0,0.115,0.081,0.048999999,14,4,15
293,0,0,1,0,0,1,0.115,0.081,0.033,14,4,15
294,0,0,1,0,0,1,0.115,0.081,0.033,14,4,15
295,0,0,1,0,0,1,0.115,0.081,0.033,14,4,15
296,1,0,0,0,0,0,0.115,0.081,0.037,14,4,15
297,1,0,0,0,0,0,0.115,0.081,0.037,14,4,15
298,0,0,1,0,0,0,0.11,0.081,0.035999998,14,4,15
299,0,0,1,0,0,0,0.115,0.082999997,0.043000001,14,4,15
300,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
301,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
302,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
303,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
304,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
305,0,0,1,1,0,0,0.090999998,0.086000003,0.054000001,14,4,15
306,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
307,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
308,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
309,0,0,1,0,0,0,0.115,0.086000003,0.054000001,14,4,15
310,0,0,1,1,0,0,0.086999997,0.086000003,0.054000001,14,4,15
311,0,0,1,1,0,0,0.086999997,0.086000003,0.054000001,14,4,15
312,0,0,1,1,0,0,0.086999997,0.086000003,0.054000001,14,4,15
313,0,0,1,0,0,0,0.107,0.090000004,0.059,14,4,15
314,0,0,1,0,0,0,0.107,0.090000004,0.059,14,4,15
315,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
316,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
317,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
318,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
319,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
320,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
321,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
322,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
323,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
324,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
325,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
326,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
327,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
328,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
329,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
330,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
331,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
332,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
333,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
334,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
335,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
336,0,0,1,0,0,0,0.108,0.086000003,0.054000001,14,4,15
